id,text,child_safe,adult_safe
122,"አሸናፊዋ 
ከእለታት በአንዱ ቀን የተወሰኑ እንቁራሪቶች ተሰባስው ለምን ተራራ የመውጣት ውድድር አናደርግም በማለት ይወያያሉ ።
በዚህም ሀሳብ ተስማምተው ቀጠሮ ይዘው ይለያያሉ ።
በቀጠሮው ቀን ተገናኝተው ተራራውን የመውጣት ውድድር ይጀመራል። ቢሆንም የተራራው ግርጌ ሆነው የሚመለከቱት ሌሎች እንቁራሪቶች ተራራውን የሚወጡትን አረ ይቅርባችሁ የማይሆን ነገር አትሞክሩ ፤ ሞኞች ፤ አረ ይሄ ለእናንተ አይሆንም ፤ እንቁራሪት ከመቼ ወዲህ ተራራ መውጣት ጀመረች እያሉ ሲያሾፉባቸውና ሲተቿቸው ብዙዎቹ ሞራላቸው እየተነካ ወደ ኋላ አፈገፈጉ እና ውድድሩን አቆሙት ግማሾቹም የትም ሳይደርሱ ከግማሽ አቋረጡ  ።
ከነሱ መሀል ግን አንዲት እንቁራሪት ተራራውን ወጥታ ጨረሰችና ብቸኛ አሸናፊ ሆነች።
ሁሉም ተገርመው ነገሩን ሲያጣሩእንቁራሪቷ ለካ መስማት የማትችል ነበረች ። 
ምንም ነገር ስናደርግ ሰዎች ሊተቹን አትችሉም ሊሉን ሊያሰንፉን ይችላሉ። አትችሉም ብለው ደካማ ሊያደርጉን ይሞክራሉ ነገር ግን ጆሮአችንን አንስጣቸው።  
መልካም ምክርን የሚሰጡን እንዳሉ ሁሉ እነሱ ሰንፈው እኛን በማስነፍ ነገሮችን እንዳንጨርስ የሚያደርጉን ይኖራሉ።
ሁሌም ቢሆን መልካም ነገር ለመስራት ስንነሳ እንቅፋት አያጣንም ። ቢሆንም ተስፋ አንቁረጥ የመልካም ስራ መንገዱ ረጅም ነው።",1,1
123," የተማረ የት ደረሰ?!
ሁለት ጓደኛማቾች እርስ በርስ ያስማማቸውን ሀሳብ አንስተው እየተነጋገሩ ወደ ትምህርት ቤት በታክሲ ያዘግማሉ
"" እኔም እንዳንተው ነኝ ባክህ መማር ምንም ጥቅም የለውም .. ወይ አንደኛችንን እንደ ብሩክ ስራ ጀምረን ቢሆን ይሻለን ነበር "" አለ ሀሰን ራሱን በቁጭት እየነቀነቀ
"" በጣም ልክ ነህ ከመማር እሱ ይሻላል... የተማረ የት ደረሰ?! "" አለ ያብስራ የጓደኛውን ንግግር ቀበል አድርጎ
ከመሳፈራቸው ጀምሮ የእነዚህን ሁለት ታዳጊዎች ንግግር በግርምት ሲያዳምጡ የነበሩ በእድሜ ገፋ ያሉ አዛውንት ፈገግ በማለት 
 ልጆቼ "" የተማሩ ሰዎች የት ደረሱ "" የምትለው ቀሽም የማሸማቀቂያ ነጥብ ብቻ ነች! እናንተ ከተማራችሁ ትልቅ ቦታ መድረስ ትችላላችሁ>>... አሉ ሙሉ ተስፋ በተሞላ አነጋገር...
""አይ ጋሼ የተማሩት ስራና ገንዘብ አጥተው ካልተማሩ ሰዎች ያነሰ ኑሮ እየኖሩ እያየናቸው እንዴት ትምህርትን እንውደድ?""   አለ ያብስራ ለምላላሻቸው በመጓጓት ወደ እሳቸው ፊቱን እያዞረ
"" አየህ ልጄ የአብዛኞቻችሁ ስህተት ይህ ነው..በመጀመሪያ ደረጃ ይሄ የነሱ ድክመት ሳይሆን የሀገሪቱ ድክመት ነው እሱን ትተን ወደ ንግድ እንኳን ብንመለስ የተማረ እና ያልተማረ ሰው ቢሳተፍ የተማረው ሰው የተሻለ ስኬታማ የመሆን እድል አለው::
..ትምህርትን ከንዋይ ረገድ መመዘናቹ'ኮ ነው ችግሩ አየህ የምድራችን 92% ገደማ ከባድ ወንጀሎች የሚፈፀሙት ት/ቤትን ባልቀመሱ ግለሰቦች ነው .. እዚህ ጋር የተማረ ሰው ምን አተረፈ? ካላችሁኝ ""ህሊና"" እላቹሀለው::
በአጭሩ ትምህርት ምን ያደርጋል አይባልም ..እንዲያ የሚልህ ነጋዴ ሂሳቡን የሚያሰራው በተማረ Accountant ነው፣ ሲከሰስ ተከራክሮ የሚያስመልስለት የተማረ ጠበቃ ነው፣ ህንፃውን የሚያስገነባው በተማረ ኢንጂነር ነው፣ ሲያመው የሚሄደው የተማረ ዶክተር ጋር ነው .. ከዚያም በላይ ሀገራችን የተማሩና ሀቀኝነትን የተላበሱ ልጆች ትፈልጋለች ስለዚህ ምን ልላችሁ ነው አለመማር አያኮራም!""
የእኚህን አባት ንግግር በጥሞና ሲያደምጡ የነበሩት ሀሰንና ያብስራ ከእዚህ ቀደም ሲሉት በነበረው ንግግር አፍረው በአዛውንቱ ሀሳብ ልክነት ተስማምተው እራሳቸውንም ለማስተካከል ቃል ገብተው አዛውንቱን በማመስገን ከታክሲ በመውረድ ወደ ትምህርት ቤታቸው በአዲስ መንፈስ ገቡ::",1,1
124,"በአንድ  ወቅት አንድ የተማረ  ሰው እና ያልተማረ ሰው ነበሩ:: የሆነ ግዜ ተገናኝተው ሲሄዱ ያልተማረው ሰውዬ ይደክመዎል:: በዚህ ግዜ የተማረው ሰውዬ በርታ ይለዋል :: መንገዱ በጣም  ትልቅ ነበረ:: እነሱም በጣም ተጠሙ::      በዚህም ጊዜ አለፍ ብሎ የቆሸሸ ኩሬ አዩ:: በዚህ ግዜ ያልተማረው ሰውዬ ወደ ኩሬ ጠጋ በማለት ውሀውን
ሀበሻን ጀርም አይገለውም ብሎ ጠጣ::ጓደኛውንም  ና እንጠጣ አለው ::ጓደኛው ግን እምቢ አለ:: ካሁን በኋላ ባጠጣ ይሻልሀል አለው::ያልተማረው ሰውዬ ውሀውን ጠጥቶ ሲጨርስ መንገዳቸውን ቀጠሉ:: በመንገድ ላይ ሲሄዱ ያልተማረው ሰውዬ ታመመ ::በዚህ ግዜ የተማረው ሰውዬ ወደ ሀኪም ቤት ወሰደው::",1,1
125,"Joshua and his two sisters lost his parents at a very young age, at first their aunt took them to stay with her but when she also died, they had nowhere to live but on the streets. His sisters were taken to a girls hostel by a good Samaritan but Joshua could not be taken in because he was a boy. the streets became his home. At the end of the street, he would play football with his friends. He became very popular because he learnt how to play very well. A trainer called Brian identified him and took him to the football academy. He became very famous and played for the national team. He was able to travel to many countries because of football",1,1
126,"**Little Red Riding Hood**
Long ago, in a small house near the forest, there lived a little girl with her mother. Her name was Little Red Riding Hood.
One day, her mother said, ""Grandma is sick. She's in bed. Go to her house. In the basket, there's a bottle of fresh milk, some bread and some butter for her."" ""Who is this?"" asked Grandma.
""It's me, Little Red Riding Hood,"" said the Wolf. ""I have some milk, bread and butter for you.""
""Open the door and come in, my dear,"" said Grandma.
The Wolf opened the door and, in an instant, he ate her up! Then, he got into grandma's bed to wait for Little Red Riding Hood.
Little Red Riding Hood got to grandmother's house. She went tap-tap-tap on the door.
""Who is this?"" asked the Wolf.
""It's me, Little Red Riding Hood. I have some milk, bread and butter for you. And some flowers!""
""Open the door and come in, my dear,"" said the Wolf.
Little Red Riding Hood was surprised. Grandma looked so different!
""Granny, what big ears you have!"" she said.
""All the better to hear you with!"" said the Wolf.
""Granny, what big eyes you have!"" she said.
""All the better to see you with!"" said the Wolf.
""Granny, what a big nose you have!"" she said.
""All the better to smell you with!"" said the Wolf.
""Granny, what a big mouth you have!"" she said.
""All the better to eat you with!"" said the Wolf.
And in an instant... he ate her up.
Little Red Riding Hood immediately set out for grandmother's house. But in the forest, she met a hungry Wolf.
""Where are you going?"" said the Wolf.
""To see my grandmother,"" said innocent Little Red Riding Hood. ""She's sick. I have some milk, bread and butter for her.""
""Pick some flowers,"" said the Wolf. And he ran to grandmother's house.
The Wolf got to grandmother's house. He went tap-tap-tap on the door.",0,1
127,"ባንድ ወቅት ባልና ሚስት ይጣሉና ሽማግሌ ይሰበሰባል ከዛም ሁለቱም ችግራችሁን ተናገሩ ሲባሉ 
ባል እኔ ደክሞኝ ከስራ ስመለስ ማረፍ እፈልጋለው ነገር ግን ልጅቷን እያንጫጫች አያሳርፉኝም 
ሽማግሌዎቹ  እሱን በመታዘብ ""ሌላስ ?""ይሉታል
ባል  እኔ ከስራ ስመለስ ልጅ ያዝ ትለኛና ወጥ ትሰራለች የልጅ ወተት ታፈላለች... ምናለ ስመጣ ጨርሳ ብጠብቀኝ ተቀምጣ እየዋለች ይላል (በንዴት) 
 ከዛ ሚስትም በሰዎቹ ፊት ይቅርታ ትጠይቀውና አይለምደኝም ብላ ሽማግሌዎቹ እንዲሄዱ ይደረጋል... 
በነጋታውም ሚስት ልጇን ይዛ እናቷ ቤት ሄደች ከስራ ሲመጣ ቤቱ ተቆልፏል ልክ ከፍቶ ሲገባ ቤቱ እጅግ ይቀዘግዛል ከሰል ለማቀጣጠል ቢሞክር እምቢ አለው ልብሱን ደራርቦ ሚስት ሰርታ የነበረውን ጠርጎ በላ... ዝምታው ሲጨንቀው TV ከፈተ ግን የለመደው የልጁ ድምፅ ናፈቀው ...ጠዋት ሲነሳ ቁርስና ያ ይሚወዳት ሚስቱ ፈገግታ የለም ...ከፋው ፊቱን ታጥቦ ወደ ስራው ሄደ ቁርሱንም ካፌ በላ ግን አላረካውም... ስልኩን ቢያይም አትደውልለትም ...ውሎ ሲመለስ ራቱን በልቶ ከጓደኞቹ ጋር ቢያመሽም ያባዶ ቤት ግን ጠበቀው....ሀዘን ቤት ይመስል መግባት አስጠላው 
ነገሩ ዞር ብሎ ሲያስብ
    ለካ ያለ ሚስቱ ጎዶሎ ነው
   ልጁ ለካ አጫዋቹና የመንፈስ እርካታው ነች 

ይቅር በይኝ ማሪኝ ብሎ በሽማግሌ መለሳት
 ደስታ የሚሰጥህን ነገር ከማጣትህ ቀድመህ ለይተህ እወቀው!
",1,1
128,"አስቸጋሪው ፈረስ 
በአንድ ከተማ ውስጥ የሚኖር በሃብቱና በደግነቱ የታወቀ ሰው ነበር። ይህ  ደግ ሰው ለተቸገሩ የሚያዝን እና የሚረዳ ደጋፊ ለሌላቸው ሁሉ የአቅሙን የሚያደርግ ግሩም ሰው ነበር።  
ይህም ሰው ብዙ ላሞች፣ ፈረሶች፣ ዶሮዎችና በጎች ነበሩት። ታዲያ ይህ ሰው ፈረስ መጋለብ በጣም ይወዳል እናም ካሉት ፈረሶች ሁሉ ቡኒ ቀለም ያለውና  በጣም ፈጣን ሩዋጭ በሆነው ፈረሱ መጋለብ ይፈልግ ነበር። ፈረሱ ግን ሀይለኛና አስቸጋሪ በመሆኑ ማንንም ይዞ መጋለብ አይፈልግም ነበር። የሰውየው ቤተሰቦች በግድ ሞክረውት በሃይል በመፈርጠጥና ወዲያና ወዲህ  በመወዛወዝ  አሽቀንጥሮ ጥሎአቸዋል። በፈረሱ እንቢተኝነት ሁሌም ቢገረምም ማንም በግድ እንዳይወጣበት ሰውዮው ይከላከል ነበር ።
ከእለታት በአንዱ ቀን ይህ ሰውዬ ነጩዋን ፈረሱን ጭኖ ያን አመፀኛ ፈረስ አስከትሎ ራቅ ወዳለ አከባቢ ወደሚኖሩት ቤተሰቦቹ ይጉዋዛል በመንገድ ብዙ  ከተጉዋዘ በሁዋላ እየጨለመ ሄደ ሰውዬው ግን መንገዱን ቀጠለ። ብዙ ከሄደና ለመድረስ ትንሽ ሲቀረው ከየት እንደመጡ ያላያቸው ሦስት ሽፍቶች ከበቡት ከዛም እሱን በመደብደብ ፈረሶቹንና የያዘውን ገንዘብ ይዘው ሄዱ ሰውየው በመጎዳቱ ለመነሳት አልቻለም። ሦስቱ ሽፍቶች በጫካው ውስጥ ትንሽ ከሄዱ በሁዋላ በጣም ስለጨለመ ጉዞዋቸውን አቁመው ፈረሶቹን በገመድ ከዛፍ ጋር በማሰር ቅጠሉ ላይ ተኙ። በዚህ ጊዜ  ፈረሶቹ በገጠማቸው ብርድና እንግዳ ማንነት ራሳቸውን ከታሰሩበት ገመድ ለማስለቀቅ ይወራጩ ጀመር እንደነገሩ ስለነበር ሸብ የተደረጉት በቀላሉ ገመዱ ተፈታ ነገር ግን በዚያ ጨለማ መሄድ አዳጋች ነበር ያ ፈጣንና ብልጥ ፈረስ ግን ተፈተለከ ጌታውን ለማግኘት ፍፁም ሳያዳግተው ከጌታው ደረሰና በርከክ በማለት ጀርባውን ጌታውን ለመሸከም አመቻቸ በፈረሱ ሁኔታ እየተገረመ እንደምንም ተንፉዋቆ ለመጀመሪያ ጊዜ ፈረሱ ላይ ወጣ ፈረሱም ተነስቶ ጌታው እየመራው ደረሱ የፈረሱን ኮቴ የሰሙት ዘቦች ወጡና ሰውየውን ደግፈው ከፈረሱ ላይ አውርደው ይዘውት ገቡ ፈረሱንም ወደ ፈረሶች ማደርያ አስገቡት። ። ሀብታሙ ሰውዬ የሆነውን በነገራቸው ጊዜ ቤተሰቡ ተቆጥቶ ሽፍቶቹን ፍለጋ  ፋኖስና እሳት የተለኮሰባቸውን እንጨቶችን ይዘው ሽፍቶቹን ፍለጋ ሄዱ።  ከደቂቃዎች በሁዋላ  ተይዘው እስከ ነጭዋ ፈረስ መጡ። 
ሲነጋ ያ ደግ ሰው ተሽሎት አደረ ።
ቁርስ ከተበላ በሁዋላ ቤተሰቡ ሽፍቶቹ ላደረሱብህ ምን  እንቅጣቸው ብለው  ጠየቁት ሰውየውም እነሱ ካደረሱበት ጉዳት ይልቅ የፈረሱን ፍቅር በማየቱ ደስታው ከመጠን አልፎ ነበርና አስተምራቹ ልቀቁዋቸው አለ። ወደ ቤቱም ሲመለስ በቡኒው ፈረሱ ላይ ነበረ ። ከዚያን ጊዜ በሁዋላ ፈረሱ ጌታውን የሚያስደስት ሆነ። ሰውየው በፈረሱ ልዩ ባህሪ ሳይማረር በትእግስት በመጠበቁ የፈረሱን ፍቅር መመለስ ቻለ።",0,1
129,"የጋብቻ ቀን ምሽት ባል ለሚስቱ የነገራት አስገራሚ ነገር
የኔማር አሁን ሰርገኛው ሁሉ ወደ ቤቱ ሄዷል አከባበሩም አብቅቷል ዝማሬውም ማጀቢያ መሳርያው የለም የሰርጋችን ስነ-ስርዓት በጣም አሪፍ ነበር። አሁን ምሽት ነው ያ ሁሉ ሁካታና ድግስ የለም እኛም ቤታችን ገብተናል። ከዚህ ሰዓት ጀምሮ ትዳራችንን የምንገነባበት ግዜ ይጀምራል። ነገ ለሚፈጠረው ነገር አሁን ጅማሮ ነው። ከዚህ ብሓላ ህይወት አንድ ዓይነት አትሆንም። 
ማሬ ትዝ ይልሻል አንዴ ቀይ ልብስ ለብሰሽ እንደ ፅጌረዳ አበባ አምረሽ የማጣሽበት ቀን ? ያን ቀን አብረን ሲኒማ ስናይ ሳለ ልነካሽ ፈለኩ ወደ መታጠብያ ክፍል ወስጄ ልስምሽ ፈለኩኝ በጣም ተፈተንኩኝ ነገር ግን ራሴን ተቆጣጠርኩ አላደረኩትም ለምን ይመስልሻል? ገምቺ እስኪ? ምክንያቱም በግዚያዊ ስሜቴ የተነሳ ሴትነትሽን ብቻ ፈልጌ የቀረብኩሽ እንዲመስልሽ ስላልፈለኩ ነው። አሁን ግን እስከ መጨረሻው አግኝቼሻለው ያኔ ፈልጌ ያላደረኩትን አሁን ግን ሁሌም አደርጋለው።
የኔ ውድ: ወደ መኝታ ከመሄዳችን በፊት ትንሽ ነገር ልንገርሽ ..
ካዛሬ ጀምሮ ምንም ነገር አልደብቅሽም ስልኬን እንደራስሽ ስልክ መጠቀም ትችያለሽ የኔን Facebook Twitter እና instagram ማየት ትችያለሽ። ላለፉት 5 ዓመታት ትልቅ ሰው ነበርኩ እራሴን ጠዋት ጠዋት ከእንቅልፍ እቀሰቅስ ነበር አንዳንድ ቀን እራት ሳልበላ እተኛለው ነገሮችን እንደተመቸኝና እንደፈለኩት አደርጋለው ባስፈለገኝ ሰዓት አምሽቼ እገባለው አሁን ግን ያሁሉ አብቅቷል። ከዛሬ ጀምሮ አንቺ እናቴ ነሽ አምሽቼ ስመጣ የምትቆጭኝ ጠዋት ጠዋት 12 ሰዓት የምትቀሰቅሽኝ እናቴ ነሽ እየራበኝ እንዳልተኛ የምታደርጊ እናቴ ነሽ በአንቺ ውስጥ እናቴን ስለማገኝ ደስተኛ ነኝ ..እንደ እናቴ ትሆኝልኛለሽ አይደል? 
ክፉ አትሁኝብኝ እኔ ቃል ገባልሻለው ክፉ አልሆንብሽም።
ምንአልባት አንዳንዴ ግዜ እራስ ምታት እሆንብሽ ይሆናል። ነገር ግን ወድያው እታረማለው።
ፍቅሬ ሆይ: ወላጅ አባቴ በሞት ሲለየኝ እህትና ወንድሞቼን እንከባከባቸው ነበር ስለዚህ እኔም እንደ አባት ሆንሻለው። 
በጣም አፈቅርሻለው ውድድድድ አረግሻለው !!!!!! አንቺ የአምላኬ ስጦታ ነሽ እስከ መጨረሻ ላልለይሽ ቃል ገብቻለው!!! እወድሻለሁ!!
",0,1
130,"የጋብቻ ወረቀታችንን ስንፈርም ሰዎች ጥቁር በመሆኔ እና በዊልቼር  መሄዴን ትኩር ብለው ያዩኝ ነበር። 
 'ይህ ልጅ ምነካው !እሷ ጥቁር ደግሞ መቆም እንኳን የተሳናት ፣ድርብ ስህተት' ይህን አይነቱን አስተያያት መስማት ለእኛ አዲስ አልነበረም። 
የባለቤቴ የማይክ ወላጆች 'ለዚች ሴት ከመጠን በላይ ሃላፊነት ለምን ወሰድክ?' በማለት ጠየቁት። ጓደኞቹ ህይወቱ ""የተገደበ"" እንደሚሆን ነገሩት። 
አንዳንዶች ለምወደው ሰው ሸክም መሆን እንደምፈልግ እርግጠኛ እንደሆንኩኝ በግል ጠየቁኝ።
ሁሉንም ሰምተን እኛ ግን ቀጠልን...።  
በሥራ ቦታ ተገናኘን፤  ስለራሳችን ተነጋገርን፤  ተከራከርን፤ ሁለት የተለያዩ ሰዎች ሆነን እንዴት እንድ መሆን እንዳለብን ተነጋገርን ተግባባን።  እቺን አለም አንድ ሆነን እንዴት ማለፍ እንዳለብን ተማማርን።
ሰርጉ ቀላል የነበር ቢሆንም ትልቅ የቃል ኪዳን መሰረት የተጣለበት ነበር ።
ተግባብተን ነበር የኖርነው፤  በችግር ግዜ በአንድ ጊዜ አንድ ተግባራዊ ውሳኔ ነበር የምንወስነው ። ፍቅር በተባባሉት፣ ቃል በገቡት ሆኖ መገኘት ነው ፤ሀሳቦችን መጋራት፣ ትዕግስትን መምረጥ ነው።
ህይወት ከጋብቻ በኋላ ቀላል አልነበረም፤ ነገር ግን  የበለጠ ሞላ።  ስራዎች ተለወጡ፣  ልጆች ተወለዱ፣ አደጉ።  የልጅ ልጆች መጡ።  አሁን ሰዎች ብዙም አያዩንም።
ለ61 አመታት ጠንካራ ነበርን፤እስከሁን ድርስ እኔ ለእሱ፣እሱ ለእኔ  
ለመሆን ምንም አይነት ድካም የለብንም !""",1,1
131,"ታሪክን የሁዋሊት 
ዘመነ መሳፍንት በሚባለው የየጁዎች መንግስት ወቅት እንዲህ ሆነ፤ ራስ አሊ የተባለ ጎፈሬ መስፍን አገሪቱን ይመራ ነበር፤ ከእሱ በታች፤ ደጃች ውቤ የተባለ ባለሹርባ መስፍን፤ ከስሜን እስከ ምፅዋ ያለውን ግዛት ያስገብራል፤
የሆነ ጊዜ ላይ ውቤ ደጃዝማችነቱ አላረካው አለ፤ ደጁን ብቻ ሳይሆን ሙሉውን ግቢ ፈለገው፤ ለመንገስ በጣም ሻፈደ፤ 
በምፅዋ በኩል ብዙ ጠመንጃ እየሰበሰበ አካማቸ፤ ብዙ ጭፍራ  መለመለ፤ የሚቀማውን ስልጣን የተገባ Legitimate ለማድረግ  አባ ሰላማ የተባለ የግብፅ ቅጥረኛ ጳጳስ አሰናዳ፤ የሚቀረው ምንድነው? ራስ አሊን ከስልጣን ማባረር፤
ታሪኩን ላሳጥረውና፤ ራስ አሊና ውቤ ደብረታቦር ላይ ገጥመው  ተፈሳፈሱ! በጦርነቱ ላይ የውቤ ባለነፍጥ ሰራዊት የራስ አሊን ፈረሰኛ እንደ ቅጠል ያረግፈው ጀመር፤ ነገሩ ያላማረው ራስ አሊ  ብረት-ለበሱን ማለቴ ፈረሱን የሁዋሊት አዞረና ቆሰቆሰው፤ አብዛኞቹም ወታደሮቹም ተከትለውት ሸሹ፤ 
ውቤ ፤ ነገሩ አሸወይና እንደሆነ ሲመለከት ድንኩዋኑን ጥሎ  አስደግሶ ወታደሮቹን የድል ምሳ ጋበዘ፤ ምሳው እየተበላ ጠጁ እየተጠጣ ወታደሮች እየመጡ ይፎክራሉ፤ ምርኮኞችም ደግሞ  መሳርያቸውን እየጣሉ በውቤ ፊት ይንበረከካሉ፤ በዚህ መሀል፤ አሊጋዝ ብሩ የተባለ እውቅ፤ የየጁ ጀግና ወደ ደጃች ውቤ ቀረበ፤ ሌሎች ምርኮኞች እንደሚያደርጉት መሳርያውን የሚያስቀምጥ ይመስል በርከክ እንደማለት አለና ”እጅ ወደላይ“ ብሎ ጮኸ! ውቤ ቁጭ ባለበት ደርቆ ቀረ፤ ምንም ማድረግ አልቻለም፤ እየጋጠ የነበረውን የዶሮ ቅልጥም ማእዱ ላይ አስቀምጦ እጁን ወደ ላይ አነሳ፤ (የቅልጥሙን ቀደዳ እንኩዋን እኔ ነኝ የጨመርኩት) 
ራስ አሊ፤ ከሸሸበት ቦታ ሆኖ አንድ መልክት ደረሰው ፤
“ውቤ ተማርከዋልና ከሸሹበት ይመለሱ” ይላል መልእክቱ 
ይህ በሆነ በማግስቱ አንዲት ባልቴትና እና አንድ ሰውየ መንገድ ላይ ተገናኙ፤
“እቴዋ! የራስ አሊና የደጃች ውቤ ጦርነት እንዴት አለፈ?” አለ ሰውየው፤
“ራስ አሊ ሸሹ፤ ደጃች ውቤ አሸንፈው ተማረኩ” አሉ ባልቴቲቱ 
“እረ ባክዎ በቅጡ በቅጡ አድርገው ያውጉኝ”
“ተወኝ ባክህ! እነሱ በቅጡ ያልተዋጉትን እኔ እንዴት በቅጡ ላውጋው?”
ከዚህ አጭር የታሪክ ገጠመኝ በተሻለ መንገድ ዘመናዊ ኢትዮጵያን ፖለቲካ የሚያብራራ ንድፈ ሀሳብ ይኖራል?",0,1
132,"ድመቷ እና አይጧ 
እንድ ጊዜ በጣም የተራበች ድመት አንዲት ትንሽ አይጥ ወደ ጉድጓዲ ስትገባ ተመለከተች። በዚህ ጊዜ አይጧን ይዛ ለመብላት ከፍተኛ ፍላጎት አደረባት፡፡ ከዚያ ወደ ጉድጓዱ ቀርባ ተናገረች። “እንዴት ትንሽ ቆንጆ አይጥ ነሽ! በጣም ታምሪያለሽ፡፡ ከጉድጓዱ ውጪና ወደ እኔ ነይ፤ እኔ ጣፋጭ ብስኩቶች አሎኝ -- እያለች በጥሩ ቃላት አባበለቻት፡፡ በዚህ ጊዜ ትንሽዋ አይጥ ለመውጣት ጓጓች፡፡ ይሁን እንጂ የድመቷን የማታለያ ንግግር የሰማችው እናትዋ እንዲህ በማለት አስጠነቀቀቻት። ‹ልጄ አርፈሽ ተቀመጪ። ድመቶች መቼም ለኛ ወዳጅ ሆነው አያውቁም:: ይህቺ ድመትም አንቺን በማታለል ጥቃት ልታደርስብሽ ነው፤›› አለቻት፡፡ ድመቷ በበኩልዋ ተስፋ ሳትቆርጥ ቀጠለች፡፡ ትንሽዋንም አይጥ እንዲህ አለቻት፣ ትንሽዋ ቆንጅዬ አይጥ፣ ነይ ወደዚህ ውጪና ይህንን አይብና እነዚህን ጣፋጭ ፍሬዎች ተመልከቺ! ላንቺ የሚሆኑ ናቸው፤›› እያለች አሁንም አባበለቻት፡፡ ትንሽዋ አይጥ ልቧ ተነሳሳ፤ ወደ ውጪ ልትወጣ ቋመጠች። እናም እናቷን እንደገና ጠየቀቻት። “እሄዳለሁ እናቴ! ... ልሄድ ነው!› ‹‹ተይ ልጄ፣ እንዳታስቢው፤ እግርሽን እንዳታነሺ፤ እኔ የምልሽን ስሚ፤ ድመቶች ለኛ አደገኞች ናቸው!›› አለቻት፡፡ “እናቴ ምንም አያደርገኝም፡፡ ትንሽ አይብ ለመቅመስ እፈልጋለሁ፤›› በማለት አይጥዋ በፍጥነት ፈትለክ ብላ ወጣች፡፡ እናቷ ልታስቆማት አልቻለችም፡፡ ስለዚህ እናት በጣም ደነገጠች፤ ብዙም ሳይቆይ የትንሽዋ አይጥ ለቅሶና ጩኸት ተሰማ፡፡ “እናቴ፣ እርጂኝ፡፡ ድመቷ በላችኝ.. አለች፡፡ እናትዋ ግን ምንም ማድረግ አልቻለችም፡፡ በሐዘን ልቧ ተሰብሮ አለቀሰች። አያችሁ ልጆች! ይህ ተረት ለወላጆቻችንና ለመምህራን መታዘዝ እና ውሳኔያቸውን ማክበር እንዳለብን ያስተምረናል፡፡ ምክንያቱም እነሱ ሁል ጊዜ ለእኛ ጥሩውን ነገር ስለሚያስቡ እነሱን ችላ ማለት እንደ ትንሽዋ አይጥ ለአደጋ ሊያጋልጠን ይችላል",0,1
133,"ማርካንና የእግዜር ሰላምታ 
ማርካን ጎበዝ ተማሪ ናት፡፡ ትምህርት ቤታቸው ለእረፍት ሲዘጋ ከእናቷ ጋር ገጠር የሚኖሩ አያቶቿን ለመጠየቅ ዕቅድ ስለነበራት ወደዚያ ሄደች፡፡ ከአዲስ አበባ በመኪና ከሄዱ በኋላ ከመኪና ወርደው ወደ አያቶቿ ቤት በእግር ጉዞ ሲሄዱ መንገድ ላይ የሚያገኟቸው ሰዎች ሁሉ ""እንደምን ዋላችሁ?"" እያሏቸው ያልፋሉ፡፡ የማርካን እናትም ""እግዚአብሔር ይመስገን"" እያለች ትመልሳለች፡፡ ማርካን በአእምሮዋ ጥያቄ ተመላለሰ፡፡ ""እንዴት የማያውቁን ሰዎች ሰላም ይሉናል?"" የሚለው አስገርሟታል፡፡ እናቷን ጠየቀቻት፡፡ እናቷም ""ማርካን ልጄ አዳዲስ ነገሮችን ለማወቅ ያለሽ ጉጉት ያኮራኛል የኔ ልዕልት፡፡ እዚህ ሰዎች ሳይተዋወቁ ሰላም የሚባባሉት በሁለት ምክንያት ነው፡፡ የመጀመሪያው ምክንያት ሰላምታ የሚያቀርቡለት ሰው እግዚአብሔርን ደጋግሞ እንዲያመሰግን እድል እያመቻቹለት ነው፡፡ ሁለተኛው ደግሞ ሰላማዊ ሰዎች መኾናቸውን የሚገልጹበት መንገድ ነው"" አለቻት፡፡
""በጣም ደስ የሚል ልማድ ነው እማዬ"" አለች ማርካን፡፡ ""ታዲያ ለምን ወደ አዲስ አበባ ስንመለስ እኛም እንደዚያ አናደርግም?"" ጥሩ ሀሳብ ነው ማርካንዬ፡፡ ግን ጥንቃቄ ያስፈልገዋል፡፡ ከተማ ውስጥ በጣም ብዙ ሰው ስለሚንቀሳቀስ ለሁሉም ሰው ሰላምታ ለማቅረብ የሚቻል አይደለም፡፡ ስለዚህ ሰዎችን ላለመረበሽ ተጠንቅቆ እንደቅርበቱ መጠን አስቦ ሰላም መባባል ይሻላል"" አለቻት፡፡ ማርካንም ያንን ሁሉ የአዲስ አበባ ሕዝብ ቆማ ሰላም ስትል ታያትና በራሷ ሀሳብ ፈገግ አለች፡፡",1,1
